,Date,X,USDHashprice,BTCHashprice,CoinPrice,StandardizedCloseUSDBTC,StandardizedCloseHashBTC,StandardizedClosePriceBTC,Close,StandardizedCloseMSTR,MarketCap,StandardizedMarketCap,BTCHoldings,StandardizedBitcoinHoldings
322,6/3/21,465,242.66,0.00629727,38534.15845,1.067796791,0.448192315,-0.020656925,48.86,-0.267107326,3820558840,-0.37054856,92079,-0.49919626
323,6/4/21,466,233.32,0.00628951,37096.68957,0.974787594,0.446029122,-0.082822899,48.47,-0.271789726,3790063180,-0.372367651,92079,-0.49919626
324,6/7/21,469,220.78,0.00615217,35886.52459,0.849912291,0.407743963,-0.135158699,46.98,-0.289678894,3673554120,-0.37931751,92079,-0.49919626
325,6/8/21,470,204.37,0.00621445,32886.25703,0.686498916,0.425105254,-0.264910764,45.94,-0.302165293,3592232360,-0.384168419,92079,-0.49919626
326,6/9/21,471,215.77,0.00618642,34878.00699,0.800021919,0.417291558,-0.17877389,51.3,-0.237812313,4011352200,-0.359167583,92079,-0.49919626
327,6/10/21,472,233.53,0.00631117,37002.64769,0.976878808,0.452067105,-0.086889912,50.87,-0.242974959,3977728780,-0.361173247,92079,-0.49919626
328,6/11/21,473,234.58,0.0063401,36999.41641,0.987334874,0.460131687,-0.087029655,51.64,-0.233730221,4037938160,-0.357581709,92079,-0.49919626
329,6/14/21,476,258.26,0.00650869,39679.25957,1.223144058,0.507128156,0.02886507,59.85,-0.135159706,4679910900,-0.319287519,92079,-0.49919626
330,6/15/21,477,265.64,0.00660511,40217.34687,1.296635265,0.534006379,0.05213564,63.05,-0.096740017,4930131700,-0.304361647,92079,-0.49919626
331,6/16/21,478,261.18,0.00662569,39419.29067,1.25222188,0.539743299,0.017622238,61.98,-0.109586601,4846464120,-0.309352485,92079,-0.49919626
332,6/17/21,479,254.31,0.00658644,38611.14654,1.183809334,0.528801894,-0.017327434,63.08,-0.096379833,4932477520,-0.304221717,92079,-0.49919626
333,6/18/21,480,242.02,0.00654106,37000.11925,1.06142357,0.516151679,-0.086999259,64.65,-0.077530173,5055242100,-0.296898711,105085,-0.363501572
334,6/21/21,483,217.56,0.0065658,33135.33766,0.817847022,0.523048249,-0.254138816,58.37,-0.152928813,4564183780,-0.326190735,105085,-0.363501572
335,6/22/21,484,215.33,0.00672835,32003.38865,0.795640329,0.568360996,-0.303092024,55.37,-0.188947271,4329601780,-0.34018374,105085,-0.363501572
336,6/23/21,485,230.91,0.00684197,33749.05181,0.950788433,0.600033923,-0.227597624,55.3,-0.189787702,4324128200,-0.340510243,105085,-0.363501572
337,6/24/21,486,230.74,0.00683631,33752.12651,0.949095546,0.598456131,-0.227464652,58.19,-0.15508992,4550108860,-0.327030315,105085,-0.363501572
338,6/25/21,487,225.44,0.00675503,33373.64897,0.896317308,0.575798363,-0.243832607,55.01,-0.193269486,4301451940,-0.3418629,105085,-0.363501572
339,6/28/21,490,233.26,0.00676664,34472.05703,0.974190105,0.579034789,-0.196329939,62.42,-0.104303893,4880869480,-0.307300178,105085,-0.363501572
340,6/29/21,491,244.49,0.00687557,35559.23363,1.086020221,0.609400323,-0.149312996,66.9,-0.050516329,5231178600,-0.286403957,105085,-0.363501572
341,6/30/21,492,242.58,0.00694529,34927.26726,1.067000139,0.628835603,-0.176643539,66.45,-0.055919097,5195991300,-0.288502908,105085,-0.363501572
342,7/1/21,493,237.09,0.00703032,33723.92722,1.012329851,0.652538727,-0.228684183,65.09,-0.072247465,5089647460,-0.294846403,105085,-0.363501572
343,7/2/21,494,234,0.00702902,33290.55829,0.981559142,0.652176337,-0.247426016,63.56,-0.090616879,4970010640,-0.301982836,105085,-0.363501572
344,7/6/21,498,316.16,0.00925531,34159.84986,1.799721415,1.272781173,-0.20983191,63.43,-0.092177679,4959845420,-0.3025892,105085,-0.363501572
345,7/7/21,499,317.22,0.00917869,34560.48739,1.810277062,1.251422436,-0.192505606,63.99,-0.085454233,5003634060,-0.299977172,105085,-0.363501572
346,7/8/21,500,300.49,0.00913316,32900.98936,1.643677077,1.238730407,-0.264273637,61.84,-0.111267462,4835516960,-0.310005492,105085,-0.363501572
347,7/9/21,501,300.06,0.00904503,33174.01932,1.639395069,1.21416312,-0.252465956,62.87,-0.098901125,4916056780,-0.305201227,105085,-0.363501572
348,7/12/21,504,303.19,0.00899854,33693.24357,1.670564104,1.201203479,-0.230011153,58.87,-0.146925736,4603280780,-0.323858567,105085,-0.363501572
349,7/13/21,505,297.64,0.00906058,32849.99415,1.615296326,1.218497868,-0.266479018,57.99,-0.157491151,4534470060,-0.327963182,105085,-0.363501572
350,7/14/21,506,293.51,0.00903507,32485.63653,1.574169133,1.211386652,-0.282236331,56.04,-0.180903149,4381991760,-0.337058635,105085,-0.363501572
351,7/15/21,507,287.61,0.00896089,32096.14224,1.515416,1.190708094,-0.299080725,54.1,-0.204195085,4230295400,-0.346107445,105085,-0.363501572
352,7/16/21,508,284.39,0.00895662,31751.93321,1.483350731,1.18951778,-0.313966674,52.31,-0.225686099,4090328140,-0.354456605,105085,-0.363501572
353,7/19/21,511,291.28,0.0093426,31177.61651,1.55196244,1.297114299,-0.338804052,49.87,-0.254981112,3899534780,-0.365837582,105085,-0.363501572
354,7/20/21,512,279.9,0.00938115,29836.4273,1.438638601,1.307860571,-0.396806235,50.18,-0.251259205,3923774920,-0.364391638,105085,-0.363501572
355,7/21/21,513,292.27,0.00937027,31191.20367,1.561821017,1.304827641,-0.33821645,55.69,-0.185105302,4354623860,-0.338691152,105085,-0.363501572
356,7/22/21,514,300.18,0.00934127,32134.81679,1.640590048,1.296743546,-0.297408173,55.59,-0.186305918,4346804460,-0.339157586,105085,-0.363501572
357,7/23/21,515,304.53,0.0093736,32488.05155,1.683908036,1.305755918,-0.282131889,53.97,-0.205755885,4220130180,-0.346713809,105085,-0.363501572
358,7/26/21,518,357.21,0.00932351,38312.82425,2.208503806,1.291792735,-0.030228928,68.25,-0.034308022,5336740500,-0.280107105,105085,-0.363501572
359,7/27/21,519,352.94,0.00936475,37688.13903,2.165982471,1.303288876,-0.057244584,63.06,-0.096619956,4930913640,-0.304315004,105085,-0.363501572
360,7/28/21,520,372.04,0.00933128,39870.20002,2.356183292,1.293958715,0.037122639,64.67,-0.077290049,5056805980,-0.296805424,105085,-0.363501572
361,7/29/21,521,372.35,0.00934091,39862.28323,2.359270321,1.296643192,0.036780263,62.5,-0.103343401,4887125000,-0.306927031,105085,-0.363501572
362,7/30/21,522,369.66,0.00932632,39636.21235,2.332482875,1.292576056,0.027003414,62.6,-0.102142786,4894944400,-0.306460598,105085,-0.363501572
363,8/2/21,525,347.73,0.00878042,39602.88916,2.114100467,1.140399933,0.025562291,63.78,-0.087975526,4987213320,-0.300956682,105085,-0.363501572
364,8/3/21,526,337.88,0.00878506,38460.75041,2.01601261,1.141693388,-0.02383159,62.51,-0.10322334,4887906940,-0.306880388,105085,-0.363501572
365,8/4/21,527,340.53,0.00879656,38711.72367,2.042401729,1.14489915,-0.012977792,67.09,-0.04823516,5246035460,-0.285517733,105085,-0.363501572
366,8/5/21,528,347.7,0.00881932,39424.80826,2.113801723,1.151243771,0.017860857,71.56,0.005432344,5595562640,-0.264668156,105085,-0.363501572
367,8/6/21,529,363.79,0.00879551,41360.87617,2.274028487,1.14460645,0.101589659,74.87,0.04517271,5854384780,-0.249229207,105085,-0.363501572
368,8/9/21,532,393.82,0.0087706,44902.28719,2.573071976,1.137662491,0.254744463,76.77,0.0679844,6002953380,-0.240366971,105085,-0.363501572
369,8/10/21,533,401.18,0.00879775,45600.29553,2.64636402,1.145230877,0.284931112,75.05,0.047333817,5868459700,-0.248389627,105085,-0.363501572
370,8/11/21,534,405.02,0.0087881,46087.32263,2.684603347,1.142540824,0.30599349,74.75,0.043731971,5845001500,-0.249788927,105085,-0.363501572
371,8/12/21,535,395.42,0.00880072,44930.41478,2.589005029,1.1460588,0.255960892,72.1,0.011915666,5637787400,-0.262149415,105085,-0.363501572
372,8/13/21,536,387.55,0.00839052,46189.03238,2.510634325,1.031710667,0.310392115,72.8,0.020319973,5692523200,-0.258884381,105085,-0.363501572
373,8/16/21,539,383.61,0.00817559,46921.38427,2.471399181,0.971796372,0.342064013,69.75,-0.016298793,5454031500,-0.273110602,105085,-0.363501572
374,8/17/21,540,377.44,0.00821097,45967.77238,2.409957346,0.981658968,0.300823321,66.37,-0.05687959,5189735780,-0.288876055,105085,-0.363501572
375,8/18/21,541,370.87,0.00821544,45143.04772,2.344532247,0.982905033,0.265156593,65.51,-0.067204881,5122488940,-0.292887383,105085,-0.363501572
376,8/19/21,542,371.2,0.00820963,45215.1924,2.347818439,0.981285427,0.268276622,67.63,-0.041751837,5288260220,-0.282998993,105085,-0.363501572
377,8/20/21,543,391.47,0.00819417,47774.2102,2.549670304,0.976975768,0.378946032,71.66,0.006632959,5603382040,-0.264201723,105085,-0.363501572
378,8/23/21,546,408.37,0.00818547,49889.62149,2.717963177,0.974550539,0.470430867,71.85,0.008914128,5618238900,-0.263315499,105085,-0.363501572
379,8/24/21,547,400.1,0.00818033,48910.0073,2.635609209,0.973117703,0.428065657,71.55,0.005312282,5594780700,-0.264714799,105085,-0.363501572
380,8/25/21,548,377.71,0.00783031,48236.91527,2.412646048,0.875545462,0.39895656,72.67,0.018759173,5682357980,-0.259490744,105085,-0.363501572
381,8/26/21,549,342.27,0.00722824,47351.77581,2.059728924,0.707711283,0.360677083,69.37,-0.020861131,5424317780,-0.27488305,105085,-0.363501572
382,8/27/21,550,344.87,0.00722387,47740.33863,2.085620135,0.706493094,0.377481194,70.72,-0.004652825,5529879680,-0.268586197,105085,-0.363501572
383,8/30/21,553,347.14,0.00721887,48087.85863,2.108225154,0.705099284,0.392510332,70.3,-0.009695409,5497038200,-0.270545218,105085,-0.363501572
384,8/31/21,554,342.61,0.00724222,47307.31737,2.063114698,0.711608375,0.358754397,69.43,-0.020140762,5429009420,-0.27460319,105085,-0.363501572
385,9/1/21,555,346.61,0.00726836,47687.51135,2.10294733,0.718895211,0.375196581,70.25,-0.010295716,5493128500,-0.270778435,105085,-0.363501572
386,9/2/21,556,361.83,0.00728529,49665.83348,2.254510497,0.72361465,0.460752744,69.57,-0.0184599,5439956580,-0.273950183,105085,-0.363501572
387,9/3/21,557,363.68,0.00728715,49907.02812,2.27293309,0.724133147,0.471183648,71.23,0.001470313,5569758620,-0.266207387,105085,-0.363501572
388,9/7/21,561,362.74,0.0072592,49969.69363,2.263572421,0.716341752,0.473893733,64.8,-0.07572925,5066971200,-0.296199061,105085,-0.363501572
389,9/8/21,562,322.71,0.00697034,46297.59811,1.864947351,0.635818589,0.315087238,63.86,-0.087015033,4993468840,-0.300583536,105085,-0.363501572
390,9/9/21,563,322,0.00693665,46420.10192,1.857877058,0.6264271,0.32038514,64.06,-0.084613803,5009107640,-0.299650669,105085,-0.363501572
391,9/10/21,564,318.54,0.00693677,45920.50767,1.823421831,0.626460551,0.298779272,61.56,-0.114629185,4813622640,-0.311311506,114042,-0.270051062
392,9/13/21,567,309.5,0.00690803,44802.93224,1.733400082,0.618448934,0.250447676,64.27,-0.082092511,5025528380,-0.298671158,114042,-0.270051062
393,9/14/21,568,318.69,0.00692039,46050.87286,1.824915555,0.621894432,0.304417153,61.85,-0.111147401,4836298900,-0.309958849,114042,-0.270051062
394,9/15/21,569,330.65,0.00694807,47588.75486,1.944015126,0.629610561,0.370925676,63.3,-0.093738479,4949680200,-0.303195563,114042,-0.270051062
395,9/16/21,570,333.55,0.0069635,47899.76305,1.972893785,0.633911857,0.384375795,63.3,-0.093738479,4949680200,-0.303195563,114042,-0.270051062
396,9/17/21,571,330.86,0.00695375,47580.08269,1.946106339,0.631193929,0.370550632,61.43,-0.116189985,4803457420,-0.31191787,114042,-0.270051062
397,9/20/21,574,307.92,0.00690016,44625.05217,1.717666192,0.616255078,0.242754927,58.84,-0.147285921,4600934960,-0.323998497,114042,-0.270051062
398,9/21/21,575,290.93,0.00685355,42449.53345,1.548477085,0.603261986,0.148670636,58.1,-0.156170474,4543071400,-0.327450105,114042,-0.270051062
399,9/22/21,576,287.03,0.00674286,42567.99044,1.509640268,0.572405831,0.153793525,59.96,-0.13383903,4688512240,-0.318774442,114042,-0.270051062
400,9/23/21,577,296.12,0.00671495,44098.61578,1.600159926,0.564625586,0.219988221,61.66,-0.11342857,4821442040,-0.310845072,114042,-0.270051062
401,9/24/21,578,289.95,0.00672217,43133.39294,1.53871809,0.566638247,0.178245392,59.94,-0.134079153,4686948360,-0.318867729,114042,-0.270051062
402,9/27/21,581,291.18,0.00669023,43523.16736,1.550966624,0.557734592,0.195101901,59.48,-0.139601983,4650979120,-0.321013323,114042,-0.270051062
403,9/28/21,582,281.21,0.00670601,41934.02634,1.451683788,0.562133455,0.126376587,57.35,-0.165175089,4484425900,-0.330948356,114042,-0.270051062
