,Date,X,USDHashprice,BTCHashprice,CoinPrice,StandardizedCloseUSDBTC,StandardizedCloseHashBTC,StandardizedClosePriceBTC,Close,StandardizedCloseMSTR,MarketCap,StandardizedMarketCap,BTCHoldings,StandardizedBitcoinHoldings
67,5/29/20,95,87.2,0.00922345,9454.16303,-0.480298473,1.263899819,-1.278274575,12.45,-0.704251353,1031420250,-0.536922921,0,-1.459878349
68,6/1/20,98,85.94,0.00896615,9584.938909,-0.492845753,1.192174381,-1.272618932,12.26,-0.706532522,1015679700,-0.537861857,0,-1.459878349
69,6/2/20,99,90.51,0.00916252,9878.28676,-0.44733697,1.246914856,-1.259932567,12.11,-0.708333444,1003252950,-0.538603123,0,-1.459878349
70,6/3/20,100,88.08,0.00922186,9551.218518,-0.471535294,1.263456587,-1.274077232,12.96,-0.698128215,1073671200,-0.534402617,0,-1.459878349
71,6/4/20,101,91.04,0.00938325,9702.395226,-0.442059146,1.308445971,-1.267539319,12.53,-0.70329086,1038047850,-0.536527579,0,-1.459878349
72,6/5/20,102,94.21,0.00967076,9741.736947,-0.410491785,1.388592805,-1.265837914,12.52,-0.703410922,1037219400,-0.536576997,0,-1.459878349
73,6/8/20,105,92.15,0.00947626,9724.300515,-0.431005591,1.334373615,-1.266591984,12.64,-0.701970183,1047160800,-0.535983984,0,-1.459878349
74,6/9/20,106,92.31,0.00950396,9712.793404,-0.429412285,1.34209532,-1.26708963,12.57,-0.702810614,1041361650,-0.536329908,0,-1.459878349
75,6/10/20,107,92.6,0.00946046,9788.107555,-0.426524419,1.329969177,-1.263832532,12.39,-0.704971722,1026449550,-0.537219427,0,-1.459878349
76,6/11/20,108,91.77,0.00951586,9643.899763,-0.434789691,1.345412587,-1.270069062,11.73,-0.712895783,971771850,-0.540480996,0,-1.459878349
77,6/12/20,109,88.85,0.00943993,9412.146065,-0.463867512,1.324246195,-1.280091675,11.8,-0.712055352,977571000,-0.540135072,0,-1.459878349
